variable1,variable2,correlation_value
percentile_rank_social_vulnerability,percentile_rank_single_parent_households,0.616762748
percentile_rank_single_parent_households,percentile_rank_social_vulnerability,0.616762748
percentile_rank_minority_status_and_language_theme,percent_hispanic,0.61671702
percent_hispanic,percentile_rank_minority_status_and_language_theme,0.61671702
percentile_rank_mobile_homes,percent_no_highschool_diploma,0.616278413
percent_no_highschool_diploma,percentile_rank_mobile_homes,0.616278413
percent_disabled,percent_frequent_physical_distress,0.615685729
percent_frequent_physical_distress,percent_disabled,0.615685729
percentile_rank_unemployed,percent_insufficient_sleep,0.614180869
percent_insufficient_sleep,percentile_rank_unemployed,0.614180869
percentile_rank_housing_and_transportation,percentile_rank_below_poverty,0.613981986
percentile_rank_below_poverty,percentile_rank_housing_and_transportation,0.613981986
percent_food_insecure,percent_smokers,0.612594442
percent_smokers,percent_food_insecure,0.612594442
percentile_rank_minority_status_and_language_theme,percent_limited_english_abilities,0.612546331
percent_limited_english_abilities,percentile_rank_minority_status_and_language_theme,0.612546331
percent_multi_unit_housing,num_associations,0.611141575
num_associations,percent_multi_unit_housing,0.611141575
percent_no_vehicle,percent_below_poverty,0.610638536
percent_below_poverty,percent_no_vehicle,0.610638536
percent_frequent_mental_distress,teen_birth_rate,0.609296734
teen_birth_rate,percent_frequent_mental_distress,0.609296734
percentile_rank_social_vulnerability,percentile_rank_minorities,0.609191332
percentile_rank_minorities,percentile_rank_social_vulnerability,0.609191332
percentile_rank_social_vulnerability,percent_single_parent_households_CDC,0.608976094
percent_single_parent_households_CDC,percentile_rank_social_vulnerability,0.608976094
income_ratio,percent_children_in_poverty,0.608585054
percent_children_in_poverty,income_ratio,0.608585054
percent_enrolled_in_free_or_reduced_lunch,percent_frequent_mental_distress,0.606683789
percent_frequent_mental_distress,percent_enrolled_in_free_or_reduced_lunch,0.606683789
percentile_rank_minority_status_and_language_theme,percent_not_proficient_in_english,0.606572288
percent_not_proficient_in_english,percentile_rank_minority_status_and_language_theme,0.606572288
eightieth_percentile_income,percent_some_college,0.605238439
percent_some_college,eightieth_percentile_income,0.605238439
percentile_rank_no_vehicle,percent_children_in_poverty,0.604491131
percent_children_in_poverty,percentile_rank_no_vehicle,0.604491131
percentile_rank_unemployed,percent_fair_or_poor_health,0.604178888
percent_fair_or_poor_health,percentile_rank_unemployed,0.604178888
percentile_rank_unemployed,percent_food_insecure,0.603732008
percent_food_insecure,percentile_rank_unemployed,0.603732008
percent_hispanic,overcrowding,0.602723021
overcrowding,percent_hispanic,0.602723021
percentile_rank_mobile_homes,percentile_rank_disabled,0.602390751
percentile_rank_disabled,percentile_rank_mobile_homes,0.602390751
percent_overcrowding,percent_hispanic,0.601412216
percent_hispanic,percent_overcrowding,0.601412216
life_expectancy,eightieth_percentile_income,0.600433054
eightieth_percentile_income,life_expectancy,0.600433054
percent_minorities,percent_single_parent_households_CDC,0.599751035
percent_single_parent_households_CDC,percent_minorities,0.599751035
percentile_rank_disabled,percent_frequent_physical_distress,0.599495491
percent_frequent_physical_distress,percentile_rank_disabled,0.599495491
percentile_rank_housing_and_transportation,percent_below_poverty,0.597499534
percent_below_poverty,percentile_rank_housing_and_transportation,0.597499534
percentile_rank_mobile_homes,percent_children_in_poverty,0.59600222
percent_children_in_poverty,percentile_rank_mobile_homes,0.59600222
percent_mobile_homes,percent_children_in_poverty,0.595631358
percent_children_in_poverty,percent_mobile_homes,0.595631358
percent_no_vehicle,percent_children_in_poverty,0.591301466
percent_children_in_poverty,percent_no_vehicle,0.591301466
percentile_rank_mobile_homes,percent_disabled,0.589712082
percent_disabled,percentile_rank_mobile_homes,0.589712082
percent_no_highschool_diploma,percent_frequent_mental_distress,0.588659754
percent_frequent_mental_distress,percent_no_highschool_diploma,0.588659754
percentile_rank_household_comp_disability_theme,percentile_rank_per_capita_income,0.586849457
percentile_rank_per_capita_income,percentile_rank_household_comp_disability_theme,0.586849457
percentile_rank_household_comp_disability_theme,percentile_rank_below_poverty,0.58631736
percentile_rank_below_poverty,percentile_rank_household_comp_disability_theme,0.58631736
percent_limited_english_abilities,overcrowding,0.584705623
overcrowding,percent_limited_english_abilities,0.584705623
percent_overcrowding,percent_limited_english_abilities,0.583935731
percent_limited_english_abilities,percent_overcrowding,0.583935731
percentile_rank_unemployed,percent_enrolled_in_free_or_reduced_lunch,0.58343392
percent_enrolled_in_free_or_reduced_lunch,percentile_rank_unemployed,0.58343392
percentile_rank_housing_and_transportation,percent_no_vehicle,0.583322145
percent_no_vehicle,percentile_rank_housing_and_transportation,0.583322145
percent_multi_unit_housing,average_traffic_volume_per_meter_of_major_roadways,0.581099909
average_traffic_volume_per_meter_of_major_roadways,percent_multi_unit_housing,0.581099909
percent_unemployed_CDC,percent_insufficient_sleep,0.58027795
percent_insufficient_sleep,percent_unemployed_CDC,0.58027795
percent_unemployed_CDC,percent_enrolled_in_free_or_reduced_lunch,0.578662696
percent_enrolled_in_free_or_reduced_lunch,percent_unemployed_CDC,0.578662696
percent_not_proficient_in_english,overcrowding,0.577011664
overcrowding,percent_not_proficient_in_english,0.577011664
percent_overcrowding,percent_not_proficient_in_english,0.575897583
percent_not_proficient_in_english,percent_overcrowding,0.575897583
percentile_rank_mobile_homes,percent_frequent_physical_distress,0.575109448
percent_frequent_physical_distress,percentile_rank_mobile_homes,0.575109448
income_ratio,percent_fair_or_poor_health,0.574445774
percent_fair_or_poor_health,income_ratio,0.574445774
percentile_rank_social_vulnerability,percent_insufficient_sleep,0.574385817
percent_insufficient_sleep,percentile_rank_social_vulnerability,0.574385817
percentile_rank_no_vehicle,percentile_rank_socioeconomic_theme,0.573593985
percentile_rank_socioeconomic_theme,percentile_rank_no_vehicle,0.573593985
percent_no_vehicle,percent_food_insecure,0.572940404
percent_food_insecure,percent_no_vehicle,0.572940404
percentile_rank_household_comp_disability_theme,percent_fair_or_poor_health,0.572802869
percent_fair_or_poor_health,percentile_rank_household_comp_disability_theme,0.572802869
percent_minorities,percent_hispanic,0.572788656
percent_hispanic,percent_minorities,0.572788656
twentieth_percentile_income,percent_some_college,0.57235911
percent_some_college,twentieth_percentile_income,0.57235911
percentile_rank_social_vulnerability,percentile_rank_mobile_homes,0.570551565
percentile_rank_mobile_homes,percentile_rank_social_vulnerability,0.570551565
percentile_rank_disabled,percentile_rank_below_poverty,0.569478247
percentile_rank_below_poverty,percentile_rank_disabled,0.569478247
percent_minorities,percent_severe_housing_problems,0.56940164
percent_severe_housing_problems,percent_minorities,0.56940164
percentile_rank_per_capita_income,percentile_rank_unemployed,0.567953257
percentile_rank_unemployed,percentile_rank_per_capita_income,0.567953257
percentile_rank_social_vulnerability,percent_mobile_homes,0.566348706
percent_mobile_homes,percentile_rank_social_vulnerability,0.566348706
percent_insufficient_sleep,percent_children_in_poverty,0.564897815
percent_children_in_poverty,percent_insufficient_sleep,0.564897815
teen_birth_rate,percent_smokers,0.564802507
percent_smokers,teen_birth_rate,0.564802507
percentile_rank_mobile_homes,percent_fair_or_poor_health,0.56451186
percent_fair_or_poor_health,percentile_rank_mobile_homes,0.56451186
percentile_rank_no_vehicle,percent_food_insecure,0.563892573
percent_food_insecure,percentile_rank_no_vehicle,0.563892573
percent_multi_unit_housing,num_housing_units,0.562574139
num_housing_units,percent_multi_unit_housing,0.562574139
percentile_rank_household_comp_disability_theme,percentile_rank_single_parent_households,0.562311913
percentile_rank_single_parent_households,percentile_rank_household_comp_disability_theme,0.562311913
percent_overcrowding,percent_minorities,0.562143066
percent_minorities,percent_overcrowding,0.562143066
percent_multi_unit_housing,num_households_CDC,0.561962775
num_households_CDC,percent_multi_unit_housing,0.561962775
percent_mobile_homes,percent_disabled,0.561562142
percent_disabled,percent_mobile_homes,0.561562142
percentile_rank_per_capita_income,percent_unemployed_CDC,0.561458774
percent_unemployed_CDC,percentile_rank_per_capita_income,0.561458774
percent_minorities,overcrowding,0.560837802
overcrowding,percent_minorities,0.560837802
percentile_rank_below_poverty,percent_no_vehicle,0.560574392
percent_no_vehicle,percentile_rank_below_poverty,0.560574392
percentile_rank_housing_and_transportation,percentile_rank_socioeconomic_theme,0.560488147
percentile_rank_socioeconomic_theme,percentile_rank_housing_and_transportation,0.560488147
percent_frequent_physical_distress,income_ratio,0.560320853
income_ratio,percent_frequent_physical_distress,0.560320853
percent_multi_unit_housing,labor_force,0.559923057
labor_force,percent_multi_unit_housing,0.559923057
percent_adults_with_diabetes,percent_physically_inactive,0.559385769
percent_physically_inactive,percent_adults_with_diabetes,0.559385769
percentile_rank_below_poverty,percent_disabled,0.559235026
percent_disabled,percentile_rank_below_poverty,0.559235026
percent_no_highschool_diploma,percent_uninsured,0.559171075
percent_uninsured,percent_no_highschool_diploma,0.559171075
percentile_rank_disabled,percent_mobile_homes,0.559072642
percent_mobile_homes,percentile_rank_disabled,0.559072642
percentile_rank_housing_and_transportation,percentile_rank_institutionalized_in_group_quarters,0.558777748
percentile_rank_institutionalized_in_group_quarters,percentile_rank_housing_and_transportation,0.558777748
percentile_rank_socioeconomic_theme,income_ratio,0.558625194
income_ratio,percentile_rank_socioeconomic_theme,0.558625194
percentile_rank_social_vulnerability,percentile_rank_overcrowding,0.558285205
percentile_rank_overcrowding,percentile_rank_social_vulnerability,0.558285205
percent_multi_unit_housing,percent_asian,0.557907103
percent_asian,percent_multi_unit_housing,0.557907103
percent_below_poverty,percent_insufficient_sleep,0.557785091
percent_insufficient_sleep,percent_below_poverty,0.557785091
percent_mobile_homes,percent_fair_or_poor_health,0.557622841
percent_fair_or_poor_health,percent_mobile_homes,0.557622841
percentile_rank_below_poverty,percent_insufficient_sleep,0.556648204
percent_insufficient_sleep,percentile_rank_below_poverty,0.556648204
percent_insufficient_sleep,percent_food_insecure,0.556560361
percent_food_insecure,percent_insufficient_sleep,0.556560361
percentile_rank_social_vulnerability,percent_no_vehicle,0.556025393
percent_no_vehicle,percentile_rank_social_vulnerability,0.556025393
percentile_rank_no_vehicle,percent_frequent_mental_distress,0.555762882
percent_frequent_mental_distress,percentile_rank_no_vehicle,0.555762882
percent_mobile_homes,percent_frequent_physical_distress,0.555670877
percent_frequent_physical_distress,percent_mobile_homes,0.555670877
percentile_rank_social_vulnerability,income_ratio,0.555551299
income_ratio,percentile_rank_social_vulnerability,0.555551299
percentile_rank_mobile_homes,percent_frequent_mental_distress,0.555094839
percent_frequent_mental_distress,percentile_rank_mobile_homes,0.555094839
percent_black,percent_insufficient_sleep,0.554701165
percent_insufficient_sleep,percent_black,0.554701165
percent_physically_inactive,percent_fair_or_poor_health,0.554465654
percent_fair_or_poor_health,percent_physically_inactive,0.554465654
percentile_rank_household_comp_disability_theme,percent_frequent_physical_distress,0.554279536
percent_frequent_physical_distress,percentile_rank_household_comp_disability_theme,0.554279536
percentile_rank_socioeconomic_theme,percent_physically_inactive,0.553424662
percent_physically_inactive,percentile_rank_socioeconomic_theme,0.553424662
