county,state,lat,lon,total_population,population_density_per_sqmi,percent_fair_or_poor_health,percent_smokers,percent_adults_with_obesity,percent_physically_inactive,percent_excessive_drinking,teen_birth_rate,percent_uninsured,high_school_graduation_rate,percent_some_college,labor_force,percent_children_in_poverty,social_association_rate,violent_crime_rate,percent_severe_housing_problems,overcrowding,inadequate_facilities,life_expectancy,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_adults_with_diabetes,percent_food_insecure,percent_insufficient_sleep,average_grade_performance,median_household_income,percent_enrolled_in_free_or_reduced_lunch,average_traffic_volume_per_meter_of_major_roadways,percent_homeowners,percent_severe_housing_cost_burden,percent_less_than_18_years_of_age,percent_65_and_over,percent_not_proficient_in_english,percent_female,percent_rural,per_capita_income,percentile_rank_below_poverty,percentile_rank_unemployed,percentile_rank_per_capita_income,percentile_rank_no_highschool_diploma,percentile_rank_socioeconomic_theme,percentile_rank_age_65_and_older,percentile_rank_age_17_and_younger,percentile_rank_disabled,percentile_rank_single_parent_households,percentile_rank_household_comp_disability_theme,percentile_rank_minorities,percentile_rank_limited_english_abilities,percentile_rank_minority_status_and_language_theme,percentile_rank_multi_unit_housing,percentile_rank_mobile_homes,percentile_rank_overcrowding,percentile_rank_no_vehicle,percentile_rank_institutionalized_in_group_quarters,percentile_rank_housing_and_transportation,percentile_rank_social_vulnerability,mean_winter_temp,mean_summer_temp
Malheur,Oregon,43.19339858,-117.6231663,30474,3.082031055,20.87213403,17.4741266,36.2,21.7,18.60591134,40.33850494,10.15061616,82.86,49.22839506,12493,29,9.186351706,225.7375541,21.27246236,4.808159301,2.088392424,77.71852159,14.17246934,15.08953794,8.8,13,32.49738897,2.76860931,42624,73.27552987,92.21126968,58.92681002,15.12765957,26.05044752,16.455655,4.826248016,45.72172498,48.41759014,17150,0.8975,0.8173,0.9526,0.8023,0.9223,0.3575,0.8169,0.6361,0.8949,0.9204,0.7908,0.9239,0.9086,0.7631,0.7106,0.922,0.8424,0.9516,0.999,0.9971,24.21,69.96
Marion,Oregon,44.9033217,-122.5849116,326527,276.5894546,18.19102339,15.40963136,34,18.1,17.2631136,26.3481491,10.19425852,75.56,56.14428368,161676,19.2,10.25532838,232.6946554,19.6796736,4.830938843,1.588610617,79.38581179,12.17562739,13.86546662,9.8,11,31.29457786,3.053308522,56408,63.02147211,415.2502389,59.46808602,14.72152131,24.62954207,15.66849637,5.669954802,50.15423735,13.09369401,23348,0.5976,0.7752,0.5721,0.6055,0.6781,0.2229,0.8516,0.4639,0.8217,0.7596,0.7329,0.9296,0.8835,0.8666,0.4117,0.9223,0.6587,0.6886,0.9475,0.893,39.57,64.94885246
Morrow,Oregon,45.41894694,-119.5843734,11207,5.519249521,18.13801672,15.52071555,34.6,18.5,18.33652479,29.91904259,11.23741475,79.37,43.01810865,5732,21.1,8.955758553,330.8045166,16.1038961,9.61038961,1.298701299,80.85831614,12.49732673,13.78360966,16.1,8.3,30.81714562,2.720509502,55343,72.27348993,61.93749378,69.36094974,8.210137276,27.55891664,16.5406261,9.108489654,48.62820964,45.86950685,21279,0.469,0.3677,0.7323,0.9376,0.667,0.1885,0.9516,0.4527,0.7176,0.7278,0.7972,0.9764,0.9296,0.3976,0.9325,0.9857,0.0497,0.0423,0.4336,0.7564,32.93,72.61442623
Multnomah,Oregon,45.54680076,-122.4147342,778193,1805.047061,14.78115376,15.96206003,23.6,13.7,23.72897972,17.51938323,8.228086329,75,78.18516862,456886,14.4,11.2190501,474.4613864,21.56906571,3.22817549,1.641228686,79.71651678,10.61478456,13.53928091,8,13.8,30.0256715,3.219958238,70756,51.35912799,942.0819209,54.17339611,18.467773,18.83295561,13.43548308,4.737180287,50.46287629,1.342247197,33255,0.5925,0.6361,0.0796,0.2477,0.3693,0.0876,0.1799,0.2926,0.439,0.0427,0.6896,0.915,0.8567,0.9844,0.0694,0.8087,0.964,0.5861,0.9105,0.5135,44.48,66.29704918
Polk,Oregon,44.90354127,-123.4132336,78470,105.9083993,14.88418047,14.34415125,34.4,18.8,19.10264721,14.42801626,8.741061627,79.57,67.79615795,39695,13.5,8.244121583,229.6233039,17.59791123,2.123585727,1.775456919,80.51667405,11.26200502,13.45336652,11.7,12.2,31.52424339,3.163016347,62389,45.80146394,175.179138,65.3879833,15.41908368,22.78902785,17.92125208,2.977764462,51.12513786,19.92626288,24827,0.4858,0.8335,0.4578,0.2286,0.5154,0.4352,0.6256,0.4639,0.3948,0.4094,0.5817,0.7845,0.7202,0.8341,0.3442,0.5724,0.4537,0.5718,0.631,0.5966,39.57,64.94885246
Sherman,Oregon,45.40524341,-120.6893776,1705,2.070144307,13.55213021,13.9253641,28.6,28.1,18.04757113,27.7554229,7.033639144,73.08,53.68731563,898,16.4,28.44141069,57.87037037,18.63354037,1.739130435,0.99378882,81.38595273,11.0352044,13.07571321,5.6,13.7,29.14638343,3.39831428,58838,53.38645418,64.07919207,64.67391304,13.63636364,17.97423888,26.52224824,0.25974026,48.47775176,100,32223,0.6291,0.5552,0.0946,0.0834,0.3028,0.9265,0.0277,0.7233,0.1006,0.3139,0.4088,0.5447,0.469,0.319,0.8691,0.354,0.0974,0.0786,0.1512,0.2295,35.91,70.77278689
Tillamook,Oregon,45.46370686,-123.7126924,25552,23.17917816,14.13909532,14.87226294,32.9,24.6,17.5520901,25.21631644,10.49592742,80.99,55.0729927,11857,19.7,11.61483702,97.41461609,17.38060069,1.624815362,1.674052191,79.15646778,11.49666155,13.53880103,6.8,12.5,28.47697706,2.858789213,52486,55.34572923,96.48659254,69.08284024,15.46845124,18.89722627,25.79236197,1.834714734,49.37469668,69.6039604,23688,0.4811,0.5813,0.5466,0.3161,0.489,0.8841,0.134,0.7504,0.3072,0.5495,0.4858,0.6788,0.5944,0.6686,0.5046,0.4215,0.5801,0.6527,0.6628,0.5829,44.4,58.20721311
Umatilla,Oregon,45.59186193,-118.7368945,76582,23.81699499,18.04581263,15.79855328,35.1,24.6,19.46305209,35.88170612,10.49536267,76,52.78788181,36813,21.5,10.39163473,223.270952,15.91676041,5.549306337,1.481064867,78.21699062,13.06912825,14.04192632,13.4,11.5,29.40162566,3.058313679,53917,64.60531102,139.7468468,63.74321208,11.99215897,25.22188967,15.63548171,6.062128443,47.80303421,29.06613607,21528,0.6479,0.7752,0.7125,0.7176,0.7635,0.2022,0.8781,0.4639,0.936,0.8268,0.7268,0.9408,0.8854,0.7202,0.6377,0.9427,0.7475,0.859,0.993,0.958,32.21,69.88393443
Union,Oregon,45.31025221,-118.0088248,25758,12.64557174,15.69839849,16.12262063,38.2,20.8,18.14600808,18.19620253,7.819313116,85.71,61.13104391,11935,17.9,16.77980322,137.3520081,17.78656127,3.260869565,1.136363636,79.03705327,12.41091216,14.57341468,9.7,14.8,28.94075883,3.005385772,50616,50.86967482,95.05190707,64.05877302,11.45750596,22.50481841,20.17308492,0.687004171,50.27398813,42.09647351,25458,0.6816,0.4616,0.411,0.1178,0.4069,0.6151,0.4343,0.6183,0.4174,0.5565,0.3725,0.4486,0.3961,0.8023,0.631,0.8131,0.5645,0.6905,0.936,0.5998,33.25,64.15737705
Wallowa,Oregon,45.57989711,-117.1810642,6836,2.172989828,13.45435061,14.10074646,30.3,23.9,16.64332001,8.960573477,8.288288288,91.78,59.20679887,3318,19.9,11.34590838,0,15.625,2.269736842,0.657894737,81.17788393,11.36160011,13.60316777,10.8,14,27.86983154,2.963216937,48137,45.22924411,80.96028933,65.65560822,15.59122175,18.62731253,29.17666996,0.788117611,50.60019771,100,24956,0.4285,0.6205,0.4514,0.0891,0.3792,0.9685,0.0866,0.9491,0.533,0.8532,0.2241,0.3703,0.2611,0.5126,0.6979,0.6011,0.6705,0.4944,0.7424,0.5374,33.25,64.15737705
Wasco,Oregon,45.16001341,-121.1678568,25657,10.77510094,15.33703281,15.63942416,28.4,21.9,18.52035519,29.55271566,11.04027818,74.28,56.24287807,13384,19.7,10.9694746,158.6932962,17.75417299,2.883156297,2.832574608,77.17613798,11.86285994,13.72010854,4.7,11.3,28.79864838,3.089908461,52269,65.28671329,125.5461566,62.3417105,12.55628326,22.15053763,20.59234107,3.309809748,49.73778532,33.06627533,22931,0.4212,0.5552,0.6046,0.5734,0.5575,0.7211,0.51,0.738,0.6281,0.8803,0.6304,0.8768,0.8029,0.8017,0.6482,0.7584,0.7182,0.7937,0.972,0.8787,35.91,70.77278689
Washington,Oregon,45.56006229,-123.0983999,564088,778.8433752,12.22204583,11.29474635,29.8,14.2,17.86299329,13.10424435,7.16834423,85.3,75.28208705,322574,10,7.182188173,168.5576777,17.76312646,3.700253213,1.435669581,82.58508154,9.685358836,11.38139196,7.9,10.1,30.16085495,3.209697585,82819,36.91090031,431.8016682,61.13382015,14.14511835,22.85680824,13.42959202,4.089817175,50.5287814,5.590039833,33433,0.2127,0.4616,0.077,0.2416,0.2073,0.0837,0.7424,0.0764,0.4365,0.1041,0.723,0.9048,0.8685,0.9669,0.093,0.8583,0.5801,0.2515,0.6167,0.3594,42.215,64.46163934
Wheeler,Oregon,44.72599802,-120.0275184,1369,0.797775585,16.75764243,15.43835863,26.9,27.5,14.87632266,28.35085597,10.96997691,25.64,58.82352941,723,35,0,183.8235294,13.66906475,1.151079137,0.575539568,75.83145064,13.15234488,14.8461372,18.7,14,29.00949619,2.948056702,39579,14.24541608,8.07754005,73.37367625,15.73604061,15.4465593,34.77306003,0,50.43923865,100,22723,0.7599,0.8742,0.6215,0.1847,0.6472,0.9981,0.0032,0.9551,0.006,0.4438,0.1948,0,0.0573,0.3305,0.767,0.086,0.0239,0.3715,0.1032,0.2795,34.94,67.72977254
Yamhill,Oregon,45.2326314,-123.3081526,102217,142.7814284,13.73664804,14.71722773,33.5,23.6,19.54648912,15.54310501,7.994342834,83.03,61.65878781,54524,13.7,9.458769225,127.9967295,18.22857143,3.5,1.9,79.41342594,11.18487464,13.23332827,11,10.8,32.3663077,3.122834564,61776,50.6041743,193.5640225,69.53062409,14.7733033,22.1640717,17.13706286,2.996514967,49.93458066,22.60340952,26523,0.5014,0.6813,0.3375,0.4467,0.5027,0.3225,0.5989,0.4938,0.6527,0.5419,0.5982,0.8577,0.7765,0.8443,0.482,0.8348,0.4187,0.8192,0.9067,0.7402,42.45,64.0242623
Adams,Pennsylvania,39.87150021,-77.21787764,101759,196.1856078,15.31565933,16.21508389,35.6,26.7,19.2440029,17.6171747,7.492933576,91.38755981,57.325999,55121,11.2,11.82379612,133.5231457,12.25503005,1.881369219,0.640188137,79.40737674,11.13009662,12.50774525,8.5,8.3,34.65674328,3.177849977,62877,41.53044872,113.4919887,77.23668443,9.28349074,19.9920242,20.38108763,1.26976917,50.79417572,53.67578175,28515,0.1181,0.3158,0.2209,0.4616,0.2375,0.6049,0.2706,0.3133,0.2687,0.1452,0.3703,0.6472,0.5068,0.404,0.3155,0.4982,0.2038,0.7666,0.3235,0.2241,41.55,74.49213115
Allegheny,Pennsylvania,40.46883654,-79.98119703,1230360,1685.248521,12.73156789,16.99103887,28.1,20.9,22.01938008,13.39944513,4.860700746,90.89630932,79.38639423,645169,15,12.14179656,394.5277205,13.83043826,0.750364826,1.275714353,77.90441777,10.02918225,11.83399245,9.4,13.1,36.4229018,3.372327341,59881,43.57239804,271.5162883,64.72600193,13.04915903,18.69166779,18.9073513,0.826010015,51.66851054,2.486291718,33830,0.3066,0.4368,0.0739,0.0576,0.1697,0.5119,0.1273,0.2846,0.3289,0.0812,0.5801,0.5422,0.5696,0.9261,0.0258,0.0914,0.9653,0.6603,0.5696,0.2461,34.91,73.9452459
Armstrong,Pennsylvania,40.81231246,-79.46453127,67512,103.3596025,16.27617851,18.72686884,42.3,30.8,19.40500516,23.61313278,5.749418411,88.88888889,56.13367467,32148,13.6,19.65205204,108.0659202,10.14159292,0.902654867,1.592920354,76.18753265,11.65217182,13.38798898,12,11.9,36.07938591,3.232196751,49436,64.32167291,44.42638544,76.25580565,9.234435508,19.16859476,21.96956928,0.225182366,50.1984279,67.48669152,24634,0.3422,0.6205,0.4693,0.3677,0.4438,0.7676,0.1633,0.758,0.3279,0.49,0.0216,0.2334,0.0809,0.5489,0.4709,0.1296,0.7972,0.1923,0.3015,0.2865,35.14,71.93672131
Beaver,Pennsylvania,40.68226389,-80.34929914,169205,389.2340938,14.95193028,19.22043187,33.2,27.2,20.27083291,19.25748201,4.920310269,69.73333333,68.05274101,84057,16.3,14.50583845,265.1520904,10.54061785,1.036899314,0.793764302,76.81500477,11.16307445,12.65840772,12.8,11.7,37.24978576,3.126845475,54823,49.71827707,86.85348802,73.26206984,9.464275282,19.41702784,21.49542922,0.374498721,51.43618507,25.82752332,28018,0.192,0.3964,0.2493,0.1598,0.2092,0.73,0.1805,0.4308,0.3855,0.2776,0.3668,0.2754,0.2878,0.7246,0.2018,0.1719,0.7972,0.4511,0.4015,0.2155,34.87,73.23081967
